id,status,sentences
nyt://article/96f90d73-acf6-5573-aa4f-aed826f55b9d,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  Estha Rubenstein, 6 years old, a deaf mute, was killed in front of her home at 821 Forest Avenue, the Bronx, last evening.', 'MOTOR TRUCK KILLS DEAF AND DUMB GIRL; Child Stumbles Into Car as She Chases Balloon and Is Caught in Mechanism.']"
nyt://article/97340ff5-0d91-53c7-85b8-602af101716a,Success,['INSTITUTION FOR THE DEAF AND DUMB.']
nyt://article/982eeb7a-300a-575d-ac31-52f0af5196bd,Full text is unavailable for this digitized archive article.,"['Peet, Principal of the New-York Institution for the Instruction of the Deaf and Dumb, has issued a pamphlet calling attention to the great importance of education to a deaf-mute, ... VIEW FULL ARTICLE IN TIMESMACHINE » ADVERTISEMENT', 'INSTRUCTION FOR THE DEAF AND DUMB.']"
nyt://article/9853f4f0-1fb8-5c58-810a-7e5bd04d2030,Success,"['“We would have to draw a jury of deaf, dumb and blind,” Judge Smith said in San Francisco, where he has been handling the case as a visiting judge.']"
nyt://article/987da4df-91b9-5167-9094-297c761fe15c,Success,"['America, as a whole, would seem to have gone deaf, dumb and blind.']"
nyt://article/98958386-9f9b-5ea3-bae9-580e790a20fd,Full text is unavailable for this digitized archive article.,"[""Corcoran 'Deaf and Dumb' When Queried on Tydings""]"
nyt://article/98d94fa7-21fd-5625-a67d-3d2634f63243,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  About four years ago, Gen. Egbert L. Viele, C.E., made a report to the Board of Health, in which reference was made to the defective ventilation and drainage which then existed in the Institute for the Deaf and Dumb at One Hundred and Sixty-second street and Eleventh avenue.', 'THE DEAF AND DUMB INSTITUTION.; ITS SANITARY CONDITION DRAINAGE AND VENTILATION RECENT IMPROVEMENTS EFFECTED.']"
nyt://article/993dc4f2-632b-558a-ac16-915fc08a9b79,Success,"['Ministers of religion who, on the 10th of April, 1862, were and still are in the discharge of their regular ministerial duties; superintendents of asylums for the deaf, dumb, blind and insane; one editor of each newspaper established and being published on the 10th of April, 1862, who was owner or editor of a newspaper at that date, and which has been so published regularly since that time, and such journeymen printers as such editor may, under oath, declare are indispensable for printing said newspaper; one apothecary doing business on the 10th of April, 1862, and who is now and has been since that time doing business; all physicians over thirty-five years of age who for the last seven years have been in the actual practice of their profession; and teachers of twenty children whose schools have been in operation for the past two years; Provided, that when the occupations here mentioned have been interrupted by the occupation of the enemy and resumed at the place of residence, the persons named shall be entitled to exemption.']"
nyt://article/9ad8145b-7573-5a73-9143-f0daea4d64ed,Success,"['ADVERTISEMENT The amount of school money for the fiscal years 1863-4 is as follows: From the Common School Fund........................$155,000 00 From the United States Deposit Fund..................165,000 00 From the State School Tax................................1,090,841 11 Total...............................................................$1,410,841 11 This is apportioned as follows: For Salaries of School Commissioners...............$56,000 00 For District Quotas..............................................428,168 22 For Pupil Quotas.................................................871,560 74 For Libraries..........................................................55,000 00 For Contingent Apportionment...................................112 15 Total...........................................................$1,410,841 11 The actual expenditure for the maintenance of the schools for the years 1862-3, was: In the Cities...........................................$2,030,598 91 In Rural Districts......................................1,828,560 30 Total.......................................................$3,859,159 21 The New-York Institution for the Instruction of the Deaf and Dumb is effectively fulfilling the purpose of its establishment.']"
nyt://article/9bce0813-c172-5832-a7c3-1324eda41329,Full text is unavailable for this digitized archive article.,"['THE PEOPLE ON TILDEN.; THE SHAM REFORMER FROM VARIOUS STAND-POINTS.A DISGUSTED DEMOCRAT. MR. TILDEN\'S VIOLATION OF LAW. HOW GOV. TILDEN ""ENTERTAINS."" TILDEN AND THE SAVINGS BANKS. MR. TILDEN AND THE UNION MEETING. GOV. TILDEN AND THE DISTRICT COURES. THE DEAF AND DUMB IN POLITICS.']"
nyt://article/9bd8caad-c4c4-5db7-bcba-e8062777f1e2,Full text is unavailable for this digitized archive article.,['THEIR GOLDEN WEDDING DAY; Dr. AND MRS. THOMAS GALLAUDET MEET MANY FRIENDS. Celebration in the Institution got the Deaf and Dumb -- Gifts to the Venerable Couple.']
nyt://article/9c1699fd-8b2d-5e55-8f7d-48344cebe3e0,Full text is unavailable for this digitized archive article.,['MORE AMAZING CURES AT LOURDES; A Girl Who Had Been Deaf and Dumb for Three Years Regains Her Faculties.']
nyt://article/9c450096-5321-52a9-9e80-0f1b50705c54,Full text is unavailable for this digitized archive article.,"[""LOCAL INTELLIGENCE.; CHAMBER OF COMMERCE. New Plans Recommended for the Improvement of Wharves and Piers -- The Usury Law--Portrait of Elias Hicks, Nineteenth President of the Chamber of Commerce. BOARD OF HEALTH. Re-election of Jackson S. Schultz as President--Superintendent Dalton's Weekly Sanitary Report--Election of a Brooklyn Inspector--Successful Disinfection of Premises, &c. BOARD OF ALDERMEN. The Battery Enlargemont--The Weehawken Ferry--The Broadway Pavement--The Tax Levy. BOARD OF COUNCILMEN. The Post and Barge Office Sites--The Battery Enlargement. Robbery of a Clothing House-$6,000 Worth of Goods Stolen by a Clerk. Cruelty to Animals. Complaints Under the Excise Law. Extensive Theft of Gold Certificates by a Broker's Clerk-A Portion of the Property Recovered. The Deaf and Dumb Institution. Commissioners of Charities and Correction. POLICE COURTS. The Tombs-Before Justice Dowling. Jefferson Market--Before Justice Dodge. Essex Market--Before Justice Shandley. Yorkville Court--Before Justice Kelly. GENERAL CITY NEWS.""]"
nyt://article/9c450a6c-3655-5d73-94af-d7eb156137b5,Success,"['Mr. MORRIS presented specimens of boiler iron, crystallized by the action of fire, being portions of a boiler lately used in the Deaf and Dumb institution.']"
nyt://article/9c5a11cf-3885-50de-9749-ad79c7b4c2be,Success,"['A bill to renew the charter of the New-York Institute for the Instruction of the Deaf and Dumb was introduced by unanimous consent, and passed.']"
nyt://article/9c9bec89-f195-50da-ac05-1856c502fcbc,Full text is unavailable for this digitized archive article.,"['THE DEAF, DUMB, AND BLIND GIRL.']"
nyt://article/9cad05d3-d55c-5b3e-a6c6-69a15c35f701,Success,"['And ""Our Town"" advances the anything but reassuring notion that most of us are deaf, dumb and blind to the world\'s glories.']"
nyt://article/9cf7303d-1caa-5538-8a0d-9fa41ab83e99,Success,['The Superintendent of the Deaf and Dumb Asylum was a man for the emergency.']
nyt://article/9da24a37-ec11-5153-b74a-6002b3f0a0ad,Success,"['If deaf and dumb, blind, insane or idiotic, an additional series of questions will be asked, relating to duration, cause, means of support, treatment in asylum, &.']"
nyt://article/9ea5468c-5851-5643-af0d-c6a73ce1427b,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  Yesterday was the closing day of the sixtythird year of the New-York Institution for the Deaf and Dumb, and the large hall on the second floor was packed with the friends and patrons of the school.', 'TEACHING THE DEAF AND DUMB.; INTERESTING EXERCISES AT THE NEW-YORK INSTITUTION.']"
nyt://article/9edb6dce-2bcb-5123-b1b0-b4d2508a9b20,Success,"['-- In this City, on Friday, Aug. 31, at the New-York Institution for the Instruction of the Deaf and Dumb.']"
nyt://article/9edf7720-b7b3-593d-9f26-62794915ef7d,Success,"['A governess in private families had under her charge a little Russian boy, who had been born deaf and dumb.']"
nyt://article/9f634051-c144-5ff9-b6f2-81138c7ef0ba,Success,['DEAF AND DUMB ASYLUM.']
nyt://article/9f918ade-aaae-5ce2-b68a-1255d71b79ca,Success,"[""It tells of a boy who becomes deaf, dumb, and blind after he witnesses his father killing his mother's lover.""]"
nyt://article/9fbbd658-5a57-50cf-9c0c-8af57bd6caee,Full text is unavailable for this digitized archive article.,['BOARD OF HEALTH.; Important Report on the Deaf and Dumb Asylum--Spread of Contagious Diseases--Precautions Against Scarlatina--The Mayor to the Rescue of the Rendering Company.']
nyt://article/9ff691f6-5645-5b03-8333-73a8dbc5ad08,Success,"['""The international community has been totally deaf and dumb on the situation between Sudan and Chad,"" Deby said after an emergency Cabinet meeting.']"
nyt://article/a006d9c4-cc54-500d-8bb8-6e97099bc642,Success,"['Mr. Schanberg -- who was quoted on ""60 minutes"" saying that to believe the Senator was innocent was to believe he was ""deaf, dumb, blind and had an I.Q.']"
nyt://article/a0300d30-c6a0-5ca2-b3df-a8f2464459a8,Success,"[""Aug. 13, at 2 o'clock P.M. PEET -- In this City, at the Institution for the Instruction of the Deaf and Dumb, on Tuesday morning, Aug. 11.""]"
nyt://article/a0839e99-a6e2-5441-ae73-fff5b702c0ff,Success,"['Surgery this summer has left me with ""special need"" for fast access to a lavatory and I have a ""deaf-and-dumb card"" in several languages to prove my case.']"
nyt://article/a0c6c420-8849-50ee-a814-08fe789c3731,Full text is unavailable for this digitized archive article.,"[""9.--Edward Lyng, a deaf and dumb and almost totally blind man, was discovered to-day breaking into Alderman Bergen's wholesale grocery store."", 'A DEAF, DUMB, AND BLIND BURGLAR.']"
nyt://article/a0f578dd-f7ea-54a7-ba84-5988f135b6f0,Success,"['Wolfgang Grenz, a refugee expert with Amnesty International, called today\'s ruling a ""significant defeat"" for critics of the law, while Claudia Roth from the opposition Green Party said the court had been ""blind, deaf and dumb"" to the perils refugees face in their own countries.']"
nyt://article/a1d5312c-ed5f-51e4-b249-e17184b8e374,Full text is unavailable for this digitized archive article.,"[""ADVERTISEMENT  1 The closing exercises of the forty-first academical year of the Institution for the Deaf and Dumb tock place yesterday in the chapel of the Institution at Fanwood, Washington Heights, commencing at 3 o'clock, The hall was filled by the pupils and their friends."", 'Institution of the Deaf and Dumb.; CLOSING EXERCISES OF THE TERM--ALUMNI MEETING--ORATION BY W.W. ANGUS--POEM BY MRS. L.L. PEET.']"
nyt://article/a1e5bd66-1e87-57f5-9bb4-ae82a841639c,Full text is unavailable for this digitized archive article.,['INSTRUCTION FOR THE DEAF AND DUMB.']
nyt://article/a26ba153-34d2-5fd7-af77-cc765b9f9758,Success,['Notice the cyclic appearances of the deaf and dumb Carib.']
nyt://article/a292e1a0-b477-5ffe-8922-611e8cbdfe3f,Full text is unavailable for this digitized archive article.,"['LON CHANEY DIES AFTER BRAVE FIGHT; On Road to Recovery, Screen Actor Is Stricken by Hemorrhage of the Throat.WAS A MASTER OF MAKE-UP Son of Deaf and Dumb Parents, HeBegan Career as Property Boy--Excelled in Vivid Personations. Acted as Pike\'s Peak Guide. Made Stage Debut at 17. Appeared in Slap-Stick Comedy. Wore Straitjacket as ""Hunchback."" New Disguise for Each Film.']"
nyt://article/a2946d01-b5ea-54f6-8e82-71258e66546f,Full text is unavailable for this digitized archive article.,['NEW-YORK CITY.; THE MURDER OF JOHN F. BRADY. Escape of the Assailants--Full Report of the Inquest Before Corener Wilheim. SECOND DAY. DISEASES. City Morthlity Independent Order of Liberais. New-York Institution for the Deaf and Dumb. Street-Prenching--No Riots. Another Murder. Murders. Infanticide and Suicide of the Mother. Iufanticide. Violent Assault. Robbery of Silver.']
nyt://article/a2bd9afa-363b-5f33-888c-31e2f802d5a7,Full text is unavailable for this digitized archive article.,"['482 Pearl-Street, was yesterday visited by a dilapidated looking man, who displayed on his back a sign which called attention to the fact that he had been deaf and dumb from his birth, and that an aged mother, a loving but delicate wife, and nine young helpless... VIEW FULL ARTICLE IN TIMESMACHINE » ADVERTISEMENT', ""A MIRACLE OF MODERN DAYS.; THE DEAF AND DUMB RESTORED--MRS. CRAIG'S SYMPATHY AND INDIGNATION.""]"
nyt://article/a339b6ac-e6f7-5258-9d86-fa228e7844b1,Success,"['Murderers - like Charles Manson, who killed the actress Sharon Tate and six others, and the Nazis - are termed sociopaths because they are presumed to live without conscience - they are deaf, dumb and blind to pain in others.']"
nyt://article/a3a03c96-0c95-5b8b-a619-5de80383d983,Success,"['From 1850 to 1880, census officials gave it a shot, asking if any household members were “deaf and dumb, blind, insane or idiotic.” The question was tweaked for 1890 and then dropped.', 'Kayne Rogers, an editor whose great-great-grandmother was “deaf and dumb” in several censuses, wrote today’s Back Story.']"
